Facility	Product_Category_Desc	Product_Category_Code	Product_Detail_Desc	Product_Detail_Code	Raw_Material_Description	Raw_Material_Code	Raw_Material_Percentage
SUZHOU MAIJIN TEXTILE CO., LTD.	Fabrics	PC0028	Special fabrics	PD0063	Polyester -  Recycled Post-Consumer	RM0189	65.0
SUZHOU MAIJIN TEXTILE CO., LTD.	Greige fabrics	PC0026	Woven fabrics	PD0059	Polyamide (nylon) - Non Certified	RM0182	37.0
SUZHOU MAIJIN TEXTILE CO., LTD. 苏州迈进纺织科技有限公司	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton - Non Certified	RM0102	15.0
SUZHOU MAIJIN TEXTILE CO., LTD. 苏州迈进纺织科技有限公司	Fabrics	PC0028	Special fabrics	PD0063	Polyamide (nylon) - Non Certified	RM0182	22.0
SUZHOU MAIJIN TEXTILE CO., LTD. 苏州迈进纺织科技有限公司	Greige fabrics	PC0026	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	4.0
Garments Export Village Ltd.	Women's apparel	PC0002	Overcoats, jackets, vests	PD0001	Polyester -  Recycled Post-Consumer	RM0189	68
Suzhou Qiyuan Textile Co., Ltd	Fabrics	PC0028	Special fabrics	PD0063	Other - Non Certified	RM0262	3
Suzhou Top Textile Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton -  Recycled Pre-Consumer	RM0106	20.00
Suzhou Tianrong Textile Co., Ltd. 苏州天荣纺织品有限公司	Undyed fibers	PC0034	Other	PD0100	Cotton -  Recycled Pre-Consumer	RM0106	100.0
Suzhou Tianyifeng Textile Finishing Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Acrylic -  Recycled Post-Consumer	RM0159	50-99
Suzhou Tianrong Textile Co.,Ltd.	Dyed fibers	PC0033	Staple fibers	PD0079	Polyester -  Recycled Post-Consumer	RM0189	92.00
G.T. 2000 SRL	Greige fabrics	PC0026	Woven fabrics	PD0059	Polyester -  Recycled Pre-Consumer	RM0188	44.00
Suzhou Tianrong Textile Co.,Ltd.	Dyed yarns	PC0029	Fancy yarns	PD0072	Acrylic - Non Certified	RM0156	30.00
G.T. 2000 SRL	Fabrics	PC0028	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	9.00
Suzhou Tianrong Textile Co.,Ltd.	Undyed fibers	PC0034	Staple fibers	PD0079	Acrylic -  Recycled Pre-Consumer	RM0158	100.00
Suzhou Tianteng Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100
Suzhou TianYuan Garments Co., Ltd.  苏州天源服装有限公司	Children's apparel	PC0004	Activewear, sportswear	PD0008	Cotton - Organic	RM0104	100.0
G.T. 2000 SRL	Dyed fabrics	PC0025	Woven fabrics	PD0059	Acrylic -  Recycled Post-Consumer	RM0159	10.00
G.T. 2000 SRL	Children's apparel	PC0004	Sweaters, pullovers, cardigans	PD0004	Wool -  Responsible	RM0083	100.00
Suzhou Tianyang Garment Co., Ltd.	Worn accessories	PC0012	Scarves, shawls, veils	PD0028	Polyester -  Recycled Post-Consumer	RM0189	100.0
Suzhou Tianyu Plastic Co.,ltd.	Hard goods	PC0022	Other	PD0100	Acrylonitrile Butadiene Styrene (ABS)  -  Recycled Post-Consumer	RM0271	0
Suzhou Tianyuan Garment Co., Ltd	Children's apparel	PC0004	Activewear, sportswear	PD0008	Cotton - Organic	RM0104	100
GANZHOU XIANGRUN TEXTILE CO., LTD	Women's apparel	PC0002	Dresses, skirts	PD0011	Acrylic -  Recycled Post-Consumer	RM0159	0
Suzhou Tianyuan Garment Co., Ltd.	Children's apparel	PC0004	Activewear, sportswear	PD0008	Cotton - Organic	RM0104	100
Suzhou Tianyuansen Textile Co.,Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100.00
Suzhou TJ Sportswear Co., Ltd	Children's denim apparel	PC0008	Pants, trousers	PD0003	Cotton -  Recycled Pre-Consumer	RM0106	7
Suzhou TJ Sportswear Co., Ltd	Men's denim apparel	PC0006	Overcoats, jackets, vests	PD0001	Cotton -  Recycled Pre-Consumer	RM0106	5
GANZHOU XIANGRUN TEXTILE CO., LTD	Children's apparel	PC0004	Dresses, skirts	PD0011	Acrylic -  Recycled Pre-Consumer	RM0158	5-94
GANZHOU XIANGRUN TEXTILE CO., LTD	Babies' apparel	PC0003	Babies' clothing	PD0013	Acrylic -  Recycled Pre-Consumer	RM0158	5-94
Gang Yuan Hang Fabric Products Co.,Ltd.	Printed fabrics	PC0039	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	15.00
Gang Yuan Hang Fabric Products Co. Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	10
Suzhou T-Land Textile Co., Ltd. 苏州泰澜纺织有限公司	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.0
Gang Yuan Hang Fabric Product Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Alpaca -  Recycled Post-Consumer	RM0006	100
Suzhou T-Land Textile Co.,Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton - Non Certified	RM0102	17.00
Ganesha Sizing Mills	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton -  Recycled Pre-Consumer	RM0106	20
Suzhou Tianrong Textile Co., Ltd. 苏州天荣纺织品有限公司	Greige yarns	PC0030	Fancy yarns	PD0072	Acrylic - Non Certified	RM0156	13.0
G.T. 2000 SRL	Undyed fabrics	PC0027	Woven fabrics	PD0059	Cashmere - Non Certified	RM0020	50.00
Suzhou Tianrong Textile Co., Ltd. 苏州天荣纺织品有限公司	Dyed yarns	PC0029	Fancy yarns	PD0072	Acrylic -  Recycled Pre-Consumer	RM0158	62.0
Gaomi Jianhua Industry and Trade Co., Ltd. 高密市建华工贸有限公司	Greige yarns	PC0030	Carded yarns	PD0067	Cotton -  Recycled Pre-Consumer	RM0106	100.0
GAFFAR TEKSTIL SANAYI VE TICARET LIMITED SIRKETI	Men's apparel	PC0001	Activewear, sportswear	PD0008	Cotton -  Recycled Post-Consumer	RM0107	100
GAFFAR TEKSTIL SANAYI VE TICARET LIMITED SIRKETI	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton - Organic	RM0104	100
GAFFAR TEKSTIL SANAYI VE TICARET LIMITED SIRKETI	Children's apparel	PC0004	Overcoats, jackets, vests	PD0001	Cotton - Non Certified	RM0102	35
GAFFAR TEKSTIL SANAYI VE TICARET LIMITED SIRKETI	Babies' apparel	PC0003	Babies' clothing	PD0013	Cotton - Non Certified	RM0102	35
Gadoon Textile Mills Limited	Undyed fabrics	PC0027	Woven fabrics	PD0059	Cotton -  Recycled Pre-Consumer	RM0106	25.0
Suzhou Tianli New Material Co., Ltd. 苏州天利新材料有限公司	Processed post-consumer materials	PC0035	Chips (pellets)	PD0085	Polyester -  Recycled Post-Consumer	RM0189	100.0
Suzhou Tianqi New Material Technology Company	Men's apparel	PC0001	Overcoats, jackets, vests	PD0001	Cotton - Non Certified	RM0102	0
Gadoon Textile Mills Limited	Home textiles	PC0010	Bed linen, bed sheets	PD0015	Cotton -  Recycled Post-Consumer	RM0107	52.0
Suzhou Tianqi New Material Technology Company	Printed fabrics	PC0039	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	3
Suzhou Tianqi New Material Technology Company	Women's apparel	PC0002	Dresses, skirts	PD0011	Cotton - Non Certified	RM0102	0
Gadoon Textile Mills Limited	Dyed yarns	PC0029	Carded yarns	PD0067	Cotton - Organic	RM0104	90.0
Gaomi Jianhua Industry and Trade Co., Ltd. 高密市建华工贸有限公司	Printed fabrics	PC0039	Woven fabrics	PD0059	Cotton -  Recycled Pre-Consumer	RM0106	41.0
Gaomi Jianhua Industry and Trade Co., Ltd. 高密市建华工贸有限公司	Greige fabrics	PC0026	Woven fabrics	PD0059	Cotton -  Recycled Pre-Consumer	RM0106	20.0
Suzhou Tianrong Textile Co., Ltd. 苏州天荣纺织品有限公司	Dyed fibers	PC0033	Staple fibers	PD0079	Polyester -  Recycled Post-Consumer	RM0189	100.0
Gaomi Jianhua Industry and Trade Co., Ltd. 高密市建华工贸有限公司	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton -  Recycled Pre-Consumer	RM0106	20.0
Gaomi Jianhua and Industry Trade Co., Ltd.	Greige yarns	PC0030	Carded yarns	PD0067	Polyester -  Recycled Post-Consumer	RM0189	100
Gaomi Jianhua and Industry Trade Co., Ltd.	Greige fabrics	PC0026	Woven fabrics	PD0059	Cotton -  Recycled Pre-Consumer	RM0106	29
Gaomi Jianhua and Industry Trade Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	65
GAOMI HUAEN  TRADING  CO.,LTD	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton - Non Certified	RM0102	0
G.W GREENWAYS TEXTILE CO., LTD	Women's denim apparel	PC0007	Pants, trousers	PD0003	Cotton - Non Certified	RM0102	25
G.W GREENWAYS TEXTILE CO., LTD	Women's apparel	PC0002	Dresses, skirts	PD0011	Cotton -  Recycled Pre-Consumer	RM0106	33
Suzhou Tianruiyi Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton -  Recycled Post-Consumer	RM0107	100.0
Suzhou Tianruiyi Textile Co.,Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton -  Recycled Pre-Consumer	RM0106	50.00
G.W GREENWAYS TEXTILE CO., LTD	Children's apparel	PC0004	Pants, trousers	PD0003	Cotton -  Recycled Pre-Consumer	RM0106	33
GAO MI JU YUAN KNITTING  CO.,LTD.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton - Organic	RM0104	0
G.T. 2000 SRL	Undyed fibers	PC0034	Comber noil	PD0082	Wool -  Responsible	RM0083	100.00
G.Q.I fabric inspection station	Printed fabrics	PC0039	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.0
Suzhou Top Textile Co., Ltd.	Filling, stuffing	PC0020	Man-made fiber filling	PD0048	Polyester -  Recycled Post-Consumer	RM0189	100.00
Suzhou Qizhi Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	11
Suzhou Together with Hui Textile finishing Co., Ltd.	Fabrics	PC0028	Special fabrics	PD0063	Elastane (spandex) - Non Certified	RM0160	0
Ganani Knits	Outdoor	PC0018	Tents, sails, camping goods	PD0042	Cotton - Non Certified	RM0102	10.00
SUZHOU TOP FASHION CO., LTD.	Greige fabrics	PC0026	Knitted fabrics	PD0058	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100
Suzhou Top Textile Co., Ltd. 苏州拓扑纺织有限公司	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton -  Recycled Pre-Consumer	RM0106	20.0
Suzhou Top Textile Co.,Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton -  Recycled Pre-Consumer	RM0106	20.00
Ganani Knits	Men's apparel	PC0001	Overcoats, jackets, vests	PD0001	Cotton - Organic	RM0104	60.0
Suzhou Top Textile Co.,Ltd.	Filling, stuffing	PC0020	Man-made fiber filling	PD0048	Polyester -  Recycled Post-Consumer	RM0189	100.00
Suzhou Top-Stone Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	0
Suzhou Topsun Textile Co., Ltd	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100
